Assessment ID,Extracted use,Persistence Tag,Perfluoro Tag
STD1116,PVE will be used as a lubricating oil for compressors in refrigerators.,,
STD1117,The notified polymer is used as a processing aid in the textile dyeing industry.,,
STD1118,As a corrosion inhibitor for use in metal surface treatments such as in the coil coating industry.,,
STD1119,Paint additive in the automotive industry.,,
STD1120,Photographic processing chemical,,
STD1122,The notified chemical is a dye used in preparations in ink-jet reprographic processes.  The notified chemical will be imported as part of the dye in sealed ink-jet cartridges at a typical concentration of < 6%.,,
STD1123,"The notified chemical is a dye used in preparations in inkjet reprographic processes.  The notified chemical will be imported as a component of the dye, within sealed ink-jet cartridges at a typical concentration of <4%.",,
STD1124,"The notified chemical functions as a new class of stabiliser technology that blocks light-induced degradation of personal care products alone or in combination with conventional UV light absorbers. The stabilizer is used to increase the shelf life of cosmetic and household products. The notified chemical will be used in such products as hand soaps, shampoos, fragrances, conditioners, body washes, lotions, hair gels and in the case of Tinogard S-FX, also in laundry detergents and home and fabric products.",,
STD1125,For manufacture of a corrosion inhibitor for metalworking.,,
STD1128,A component of ophthalmic lenses.,,
STD1129,"Dye for cellulosic textiles, for use in dyehouses only.",,
STD1130,A component of a thermoset resin system.,,
STD1131,The notified chemical will be used in the manufacture of alkyd resins for industrial paint coatings.,,
STD1132,Flame retardant additive in styrenic copolymers such as high-impact polystyrene (HIPS) and Acrylonitrile-butadiene-styrene (ABS) and polyethylene. The notified chemical is incorporated at 10 -20%.,"Persistence The notifier has provided ready and inherent biodegradation studies of the notified chemical. The results indicate that the notified chemical will not biodegrade in the environment.  Therefore, the notified chemical is likely to meet the persistence criteria for a POP chemical. TBP has been shown to be degraded by sewage microorganisms when it is the only source of nutrient (IPCS 2005). Therefore, it is unlikely to meet the persistence criteria for a POP chemical.",
STD1133,"Dye for cellulosic textiles, for use in dyehouses only.",,
STD1134,Component of printing ink.,,
STD1135,Resin binder for metal sand casting.,,
STD1136,The notified chemical will be used in printing inks and concrete mould-release formulations.,,
STD1137,The notified chemical is used as a chemical additive (<1%) in non-woven fabrics.,,
STD1138,"  The notified chemical is part of a lubricant additive package that will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooledtwo-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1139,"The notified chemical is part of a lubricant additive package that will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1140,"  The notified chemical is part of a lubricant additive package that will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooledtwo-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1141,"The notified substance will be used as a detergent additive at 1-5% concentration in formulations for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids, and gear oils.",,
STD1142,"The notified substance will be used as a detergent additive at 1-5% concentration in formulations for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids, and gear oils.",,
STD1143,"The notified chemical is a colourant to be used to colour polymer masterbatches or plastic articles.  The pigment will be present in masterbatches at up to 10% and in articles up to a maximum of 1%.  The chemical will be used only at facilities for the production of specialised masterbatches or plastic articles, and will not be sold to the public.",,
STD1144,The notified polymer will be formulated in Australia into finished automotive spray paints. It will be spray applied by robots and operators onto car bodies and then baked to form part of the paint finish of the car.,,
STD1145,The notified substance is used as a dispersant for lubricating oil additives.,,
STD1146,The notified chemical is used as a component of overprint varnishes for paper in the publication industry.,,
STD1147,An additive used as a clarifying agent in polypropylene plastics.,,
STD1148,"The notified chemical is a UV absorber that will be used in specialised solvent-based lacquers, at a concentration of 2%, to stabilise and extend the life of the cured film.",,
STD1149,Ultraviolet (UV) absorber for automotive textiles.,,
STD1150,"The notified chemical is a detergent that will be imported as a <80% component of a lubricant additive. After blending with mineral oil, the finished lubricating oil will contain <20% of the notified chemical.","The notified chemical was found to be not readily biodegradable with 25% degradation after 28 days. The inherent biodegradability was not measured, but based on this result it would not be expected to be persistent.",
STD1151,"The notified chemical is a detergent additive that will be imported as a <60% component of a lubricant additive. After blending with mineral oil, the finished lubricating oil will contain <10% of the notified chemical.","The notified chemical was found to be not readily biodegradable with 24% degradation after 28 days. The inherent biodegradability was not measured, but based on this result it would not be expected to be persistent.",
STD1153,The notified chemical will be a component (0.5-7%) of inkjet printer ink.  The notified chemical acts as a dyestuff for the ink.,,
STD1154,The notified chemical is a component (<10%) of inkjet printer ink.,,
STD1155,BYK-411 is a rheology additive that will be used to impart anti-settling and anti-sagging properties to formulated coatings for industrial and DIY applications.,,
STD1156,"The notified chemical will be used as an odourant in alcoholic perfumery, cosmetics, toiletries, household products, soaps and detergents at concentrations ranging from 0.01% to 0.8%.",,
STD1157,A non-ionic surfactant used at <10% for industrial detergents and cleaners.,,
STD1158,Used in production of glass manufacture.,,
STD1159,Used in production of glass manufacture.,,
STD1160,Component of grease for use as a lubricant in industrial and automotive applications.,"The water insolubility of the notified chemical and the matrix to which it’s bound is likely to reduce the toxicity of the chemical. The grease matrix is expected to be persistent in the aquatic environment; however, once the lithium soap is exposed to the environment it expected to  biodegrade. The notified chemical is water insoluble and is bound in a grease matrix; it is unlikely to be bioavailable and therefore is unlikely to bioaccumulate.",
STD1162,Pipeline chemical for industrial applications such as oil and gas production.,,
STD1163,"The notified chemical is an “ink solvent” that plasticises the ink.  Imported formulated inks will be used in printing plants to print documents such as magazines, labels and packaging materials.",,
STD1164,"Imported lubricant formulations will be used by vehicle manufacturers for “factory fill” applications, by service garages for lubricant replacement, and by the general public in DIY applications.",,
STD1165,The notified chemical acts as a dyestuff in printing ink.,,
STD1166,The notified chemical acts as a dyesuff in printing ink.,,
STD1167,The notified chemical will be used as a clarifying agent and/or a nucleating agent in the production of polypropylene products such as automotive moulded parts for the interior/exterior of motor vehicles and components of electrical appliances.,,
STD1168,Flame retardant for plastic material for the manufacture of electrical components and furniture.,,
STD1169,The notified polymer will be used as a hardener in a two-part epoxy resin industrial coating system.,,
STD1171,"The notified chemical is used as a cross-linking reagent in industrial spray-powder coating systems.  Typical end-use applications include finished industrial and domestic metal wares such as architectural components as facades, window frames, doors, car parts, outdoor furniture and garden fences.",,
STD1172,Used as a corrosion inhibitor for metal working fluids (aqueous) and lubricants (non-aqueous systems).,,
STD1174,UV light absorber for automotive paints,,
STD1175,The notified chemical will be used as an additive ultra-violet (UV) light absorber (to counteract long term breakdown by UV light) at level of 1-3% in surface coatings for automotive use only.,,
STD1176,"The notified chemical is an amino functional reactive thinner for low volatile organic compound (VOC) two component polyurethane/urea paint systems for maintenance, automotive and light industrial applications.","The bioaccumulation potential was not determined.  The substance is not expected to be persistent in the environment on the basis that it showed some degree of biodegradability (13% in 28 days). Furthermore, the ester groups are prone to hydrolysis (refer to hydrolysis as function of pH test).  Thus, while the notified chemical has a calculated Log Pow at 20°C = 6.4, when the esters are hydrolysed, the chemical would be less lipophilic and not expected to bioaccumulate, particularly given the expected low aquatic exposure.",
STD1177,As a froth generating reagent in the mineral processing industry.,"The notified chemical is moderately volatile (Mensink et al 1995) from water, based on its estimated Henry’s Law Constant of 2.63 X 10-4, and will evaporate from hard surfaces, based on its vapour pressure. Therefore, it is expected that significant losses to air may arise from both tailings dams and from the concentrated coal fines or mineral ore heaps during handling, transport and storage. In air the notified chemical is likely to be non-persistent based on an estimated half-life of 7.7 hours (estimation by AOP Program v1.91).",
STD1178,"Ingredient of toners for electrophotographic copies or printers, for home or office use.",,
STD1179,Textile dye.,"Based on the available data, the notified chemical is classified as a hazardous substance in accordance with the NOHSC Approved Criteria for Classifying Hazardous Substances and assigned risk phrase R41: Risk of serious damage to eyes on the basis of persistent staining and the end of the observation period.",
STD1180,"The fragrance mixtures containing the notified chemical will be used in consumer products such as cosmetics, perfumery, personal cleaning products and household and laundry products. The concentration of the notified chemical in the end use products will be < 0.01%.",,
STD1181, as an acid liquid sanitiser:,,
STD1182,"The notified chemical is a dyestuff for inkjet printer ink, present in inks at 0.5-7%. The inks will be used primarily by consumers and office workers.",,
STD1183,Skin conditioning agent for skin care products at up to 3%.,,
STD1184,"Landguard OP-A containing <10% OpdA enzyme (notified chemical) will be used for the treatment of solutions contaminated with certain organophosphate pesticides. The enzyme catalyses the hydrolysis of certain organophosphates to reduce the concentration of active pesticides. Landguard OP-A will be used by users of pesticides and processors of agricultural produce, in the agricultural, turf, ornamental and pest control industries. The use of Landguard OP-A can broadly be divided into the three categories with approximate usage as follows:
Treatment of used insecticide dips used to treat insect pests in sheep and other livestock and companion animals: approximately 25% of total sales.
Treatment of pesticide contaminated wash solutions from pesticide application equipment used in a variety of industries including cotton, sugar cane, turf, ornamentals, vegetables, cereals, oilseeds, domestic and industrial pest control, fruit and vines: approximately 60% of total sales.
Treatment of pesticide contaminated solutions from the washing of agricultural produce such as fruit and vegetables or processing equipment: approximately 15% of total sales.","In addition two soil samples were taken from a location on the Loxton farm where waste sheep dip solution had been released on the same area over a period of 3 years, but not for the past 2 years. The first soil sample taken from a depth between 0 - 10 cm contained 3.31 mg/kg diazinon, where a second taken from 10 – 20 cm contained 0.26 mg/kg diazinon. This is said to indicate that diazinon is persistent in the soil under these conditions, but no initial or earlier results are available to indicate the amount of degradation over time.",
STD1185,The notified chemical will be used as a bleaching agent component of a dishwashing tablet at a concentration of < 10%.,,
STD1186, the following safety phrases for products/mixtures containing the notified chemical:,,
STD1187,Colouring agent for printing inks.,,
STD1189,The notified chemical will be used as a component (< 1.5% notified chemical) of hair care products.,,
STD1190,"The notified chemical will be used as a lubricant for industrial refrigeration equipment including automotive, chilled-water and air-conditioning equipment.",,
STD1191,"The notified chemical will be used as a lubricant for industrial refrigeration equipment including automotive, chilled-water and air-conditioning equipment.",,
STD1192,The notified chemical functions as a preservative in the manufacture of water based products used in paper manufacture.,,
STD1193,"USE
The notified polymer is suitable for a wide variety of thickening and suspending applications. The notified polymer is likely to be used in the following categories of application:
� cementitious packaged products
� viscosifier for spacer fluids
� viscosifier for oil field drilling fluid
� oil field cementing
fire fighting foams
� concrete
� tyre/pneumatic application sealants
� cleaners
� coatings",,
STD1194,Thickening agent for aqueous media for various industrial and consumer applications. One of the typical uses is as a thickener in a toilet bowl cleaner.,"Lowered red blood cell counts, haemoglobin concentrations, and serum cholesterol concentrations while relative adrenal weight increased for 2 g/kg b.w./day dose of xanthan gum. These effects were considered to be due to the persistent diarrhoea in this group.",
STD1195,Polyol component for production of rigid polyurethane foam.,,
STD1196,"The notified chemical will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1197,"The notified chemical will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1198,"The notified chemical is part of a lubricant additive package that will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1199,"The notified chemical is part of a lubricant additive package that will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1200,"The notified chemical is part of a lubricant additive package that will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1201,"The notified chemical is part of a lubricant additive package that will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1202,"The notified chemical is part of a lubricant additive package that will be used as a detergent additive at 1-5% concentration in lubricants for automotive and diesel engine crankcase oils, air and water-cooled two-cycle engine oils, industrial oils, hydraulic fluids and gear oils.",,
STD1203,The notified chemical will be used as a component of rubber products.,,
STD1206,The notified chemical will be used as an additive for polyethylene to make plastic articles.,,
STD1207,Free radical polymerisation initiator,,
STD1209,"The notified chemical is to be used as a stabiliser in PVC (polyvinyl chloride) products for the construction industry, including pipe, fittings, siding, window profiles and other articles manufactured by extrusion or injection moulding of PVC.","Nevertheless, at the end of their useful lives most of the PVC product containing the chemical is likely to be disposed of into landfill where the chemical will be slowly released as the PVC is broken down through biological and abiotic processes. The water solubility is moderate (32.6 mg/L) and the value of Log Kow modest (1.47) indicating only modest affinity for the organic component of soils and sediments and so it is likely that the chemical will be mobile in these media and may reach the wider water compartment. However, the chemical has been shown to be readily biodegradable and would therefore not be persistent in the environment, and it is not expected to have high potential for bioaccumulation.",
STD1210,"The notified chemical will be used as a nucleating agent and/or a clarifying agent in polypropylene plastics. These plastics will be used to manufacture products such as automotive moulded parts for the interior and exterior of motor vehicles, as well as components of electrical appliances.",,
STD1212,A thickener agent (< 5.0 % (w/w)) used in lubricating grease for industrial and automotive applications.,,
STD1213,A thickener agent (< 1 % (w/w)) used in lubricating grease for industrial and automotive applications.,,
STD1215,"Amino functional reactive thinner for low VOC, one or two component polyurethane/urea paint systems for maintenance, automotive and light industrial applications.","The bioaccumulation potential was not determined.  The substance is not expected to be persistent in the environment on the basis that the analogue chemical showed some degree of biodegradability (13% in 28 days). Furthermore, the ester groups are prone to hydrolysis (refer to hydrolysis as function of pH test).  Thus, while the test substance has a calculated Log Pow at 20°C = 6.55, when the esters are hydrolysed, the chemical would be less lipophilic and not expected to bioaccumulate, particularly given the expected low aquatic exposure.",
STD1216,The notified chemical is used for the colouration of cellulose textile mixtures.,,
STD1217,Crodamol STS will be used in the manufacture of rinse off hair products such as shampoos.  The,,
STD1218,The notified chemical is used as an additive to tyre rubber to improve performance.,,
STD1219,"The notified chemical is a thixotropic agent, used to enhance the characteristics of paint formulations. It will be imported within Disparlon 6650, and will be blended with other ingredients to form paints, in particular high build anti-corrosive paints, epoxy primers, chlorinated rubber and polyurethane paints. Final paint and primer products will contain <2% notified chemical.",,
STD1220,The notified chemical will be imported as an ingredient for use in industrial surface coatings.,,
STD1221,"The notified chemical is used as an additive (at a maximum of 1%) for plastics/resins. Final end use products may include plastic food packaging, plastic cassette wrappings and other consumer articles.",,
STD1222,The notified chemical is used as an additive to tyre rubber to improve performance.,,
STD1223,The notified chemical is a lubricant additive for use in automotive transmission fluids at concentration 0.1 to 2.5%.,,
STD1224,"Lugafast Black AN is used as a colorant to dye collagen materials such as wet white, wet blue and vegetable tanned leathers.",,
STD1225,,,
STD1227,The notified chemical will be used as an additive in end-use lubricant products such as gear lubricant or vehicle transmission oil at concentration of 0.05-0.10%.,,
STD1228,The notified biopolymer will be used in oil and gas well drilling operations (both on-shore and off-shore). It is used as viscosity modifier for thinning the drilling mud during drilling operation.,,
STD1230,The notified chemical will be used to treat air filters for air purification systems and as a textile auxiliary in clothing fabrics.,A persistent pupillary membrane was noted in one high dose male. This was also observed in two control animals. No other ophthalomoscopic changes were observed.,
STD1231,The notified chemical will be used in the manufacture of emulsion polymer for surface coating formulations.,,
STD1232,The notified chemical will be used as a component (at < 5%) of surface coatings for the marine vessels.,,
STD1233,The notified chemical is a component (<70%) of aviation turbine oil.,,
STD1234,The notified chemical is a component in jet turbine lubricant used in power generation.,,
STD1235,The notified chemical is a component (< 30%) of aviation turbine oil.,,
STD1236,The notified chemical is a component in jet turbine lubricant used in power generation.,,
STD1237,"Processing stabiliser for coating resins (powder coatings), polyolefins and olefin copolymers.",,
STD1238,"Ultraviolet light absorber for plastics, e.g. polycarbonate, for use in a diverse range of plastic products, such as signage and roofing applications. The notified chemical will not be used in food packaging products.",,
STD1239,"Lugafast Black AN is used as a colorant to dye collagen materials such as wet white, wet blue and vegetable tanned leathers.",,
STD1240,The notified chemical is used as an additive to tyre rubber to improve performance.,,
STD1241,"The notified chemical will be used as a component of personal care products.  The notified chemical acts as a vaporisable carrier.  The notified chemical will not be used in aerosol applications, but will be used for pumpable spray applications.","Persistence and Ready Biodegradability Due to its high volatility, the notified chemical’s potential for persistence in air and long range transport was assessed using “AOP Program (v1.92)”. This estimates the half-life of the notified chemical in air, based on a 12 hour day, as being 57.252 hours, which indicates that the notified chemical has the potential for long-range transport. A single ready biodegradability test report was submitted indicating that the notified chemical is not ready biodegradable. For the details of the environmental fate study, please refer to Appendix C.",
STD1242,"The notified chemical will be used in inkjet printer inks as a component of the dye product Bonjet Black 818. Both it and “Chemical A in Bonjet Black 818” (STD/1036) will each be present in the inks at <5%. The inks will be imported within inkjet printer cartridges, which will be used for office and general printing work by the public. Sealed ink cartridges containing the notified chemical will be used as necessary to replace spent cartridges in inkjet printers.",,
STD1243," Dermal exposure may occur during commercial and industrial applications. The respiratory exposure is also possible however is expected to be controlled under normal operating conditions. Skin exposure is normally very low, given that the lubricants are normally applied via pumping systems thereby minimising skin contact during application.",,
STD1244, Dermal exposure may occur during commercial and industrial applications. Respiratory exposure will be limited under normal operating conditions. Skin exposure is also limted given that the lubricants are normally applied via pumping systems thereby minimising skin contact during application.,,
STD1245,The notified chemical may be used as a chemical intermediate in the preparation of alkyl phenols or in the preparation of alkyl succinic anhydrides and the like.,,
STD1246, Dermal exposure may occur during commercial and industrial applications. Respiratory exposure will be limited under normal operating conditions. Skin exposure is also limited given that the lubricants are normally applied via pumping systems thereby minimising skin contact during application.,,
STD1247, Dermal exposure may occur during commercial and industrial applications. Respiratory exposure will be limited under normal operating conditions. Skin exposure is also limited given that the lubricants are normally applied via pumping systems thereby minimising skin contact during application.,,
STD1249,"Stabiliser (at up to 1%) in granulated PVC used to manufacture sewerage pipes, drainage pipes, electrical pipes, potable water pipes and other construction applications (for external use). The predominant use is in the manufacture of pipe, where it is generally buried underground but can include downpipes and electrical conduit (rigid pipe). Potable water pipe would be a very small use.",,
STD1250,The notified chemical is used as an ingredient of water-soluble inks for use in ink-jet printers manufactured for use with plain paper. The printing inks contain <3% of the notified chemical and are used both commercially by large printing businesses and by the general public.,,
STD1251,The notified chemical will be used as a detergent additive in formulations for marine engine oils.,,
STD1252,The notified chemical is a non-fugitive amine catalyst used in production of polyurethane foam.,,
STD1253,The notified chemical will be used as a component of coating products (paints/lacquers/varnishes) or thinners (for diluting coatings prior to applications) for application to yachts.,,
STD1254,"Polyram functions as a surfactant to create a stable reverse bitumen emulsion to enable transport of >50% bitumen-in-water emulsions by tanker to road repair sites in country areas. The notified chemical bonds to the bitumen molecules to produce a stable emulsion. The emulsion will be used in the deposition of bitumen at road resurfacing sites, at ambient temperatures (no heating of the bitumen is required). When mixed with aggregate (?5 mm), the emulsion is destabilised, forming a set bituminised asphalt surface.",,
STD1255,Colourant for automotive OEM basecoats.,,
STD1256,Colourant for automotive OEM basecoats.,,
STD1257,"The notified chemical will be used as a viscosity control agent to formulate ink vehicles (also known as “varnishes”) for the production of lithographic printing inks. The notified chemical will typically be added to ink vehicles at a concentration of <2%. During formulation of the vehicle, the notified chemical reacts with other ink vehicle components, losing its chemical identity.",,
STD1258,Eighty percent of the imported notified chemical will be used in the formulation of fabric softeners (at a concentration of 5%) and 20% as a facial cleanser component (at a concentration of 1.7%).,,
STD1258S,"The new chemical assessment (NICNAS, 2007) assessed the use of this chemical in fabric softeners and cosmetic facial cleansers. This secondary notification assessment is reviewing the significant increase in the concentration of the chemical in fabric softeners from the initial concentration of 5%. The applicants reported importing fabric softeners containing the chemical at a concentration of up to 21.1%.
Use of the chemical in cosmetic facial cleansers is not discussed in this assessment.",,
STD1259,"The major applications for the notified chemical will use it as a plasticiser and impact modifier in food packaging, but also in general applications such as wire and cable, automotive, plastisols and other similar applications. The food contact applications can be grouped by the functions of the notified chemical, which are as a PVC plasticiser and as an impact modifier in polystyrene. The plasticiser is used in PVC cling films for fresh meat packaging, for aqueous food and fruits and vegetables, artificial corks, sealing gaskets for beverage containers, flexible tubes for beverages, alcoholic and non-alcoholic, conveyor belts for fatty and other foods, and as a polystyrene food packaging impact modifier.","It is anticipated that the notified chemical would display similar half-lives in each of the environmental compartments, and potentially be persistent in some soils and sediments due to it being not readily biodegradable.",
STD1260,"The notified chemical is a component for formulation into water-based surface coatings, primarily in surface primers. It functions as an adhesion promoter and bifunctional cross-linker, and will be dispersed in coating formulations at 0.5-5% of total resin solids (typical concentration: 1-2%). It will be consumed during the curing of applied surface coatings, where the epoxy portion of the notified chemical will react with the resins of coatings, and the alkoxysilanes will form cross-links through condensation to form siloxane bonds.",,
STD1261,Additive for polyolefin plastic articles designed as a non-dispersive crystallisation modifier.,,
STD1262,"The notified chemical is a reactive azo dye, used for the colouration of polyamide, cotton and cotton-blend fibres. The notified chemical reacts with hydroxyl groups in cellulosic fibres during fixation to form covalent bonds with the fibre, such that high levels of wash- and colourfastness are generated. The notified chemical will be used to dye domestic textiles that are intended for apparel, sheeting and other uses.","From the country dye-house PEC/PNEC ratio, a value of 0.027 is calculated for the risk quotient for the aquatic environment. The notified chemical is therefore not expected to pose an unacceptable risk to the aquatic environment. This calculation has been based on a worst-case scenario and flocculation (where it occurs) is expected to remove most of the notified chemical from effluent. The notified chemical released to the aquatic environment is expected to remain persistent in solution due to its low biodegradability potential. It is not expected to become associated with sediments.",
STD1263,The notified chemical will be used as a colourant in ink preparations for home and office inkjet printers at concentrations of <5%.,"From PEC/PNEC (2.67 µg/L ÷ 1,200 µg/L) ratio, a value of 0.002 is the calculated risk quotient for the aquatic environment. The notified chemical is therefore not expected to pose an unacceptable risk to the aquatic environment. This calculation has been based on a worst case scenario and adsorption to sludge (where it occurs) is expected to remove some of the notified chemical from effluent. The notified chemical released to the aquatic environment is expected to remain persistent in solution due to its low biodegradability potential.",
STD1264,"The notified chemical will be used as a component of cosmetic products.
The notified chemical will be used in both skin and hair care products as an emollient, at concentrations between 3 and 10% but may be present at up to a 20% concentration in moisturisers with secondary sunscreens.",,
STD1265,The notified chemical will be used as a mineral processing reagent.,,
STD1267,Ingredient in ink preparations at concentrations of <5% intended for use in both commercial and personal inkjet printing on various media.,,
STD1268,The notified chemical will be used in the production of composite aerospace components.,,
STD1269,"As an anti caking agent in cement additive, auto coolant, insulation, fibreglass.",,
STD1270,"Fuel for diesel power cars, truck, off road equipment, agriculture, power plants and marine applications.",,
STD1271,"The notified chemical is a reactive azo dye, used for the colouration of cotton and cotton-blend fibres (blended with synthetic fibres such as polyester, polyamide, elastane, or possibly blended with wool or silk). The notified chemical reacts with hydroxyl groups in cellulosic fibres during fixation to form covalent bonds with the fibre, such that high levels of wash and colourfastness are generated. The notified chemical will be used to dye domestic textiles that are intended for apparel, sheeting and other uses.",,
STD1272,"The notified chemical is a reactive azo dye, used for the colouration of cotton and cotton-blend fibres (blended with synthetic fibres such as polyester, polyamide, elastane, or possibly blended with wool or silk). The notified chemical reacts with hydroxyl groups in cellulosic fibres during fixation to form covalent bonds with the fibre, such that high levels of wash and colourfastness are generated. The notified chemical will be used to dye domestic textiles that are intended for apparel, sheeting and other uses.",,
STD1273,Fuel for jet and turbo power airplanes and helicopters.,,
STD1274,The notified chemical will be used as a feedstock in ethylene crackers for the production of polyethylene and alpha-olefins.,,
STD1275," Dermal exposure to the finished lubricant products (10-20% notified chemical) may occur during commercial and industrial applications, although this will be minimised by the pneumatic delivery system and the expected use of personal protective equipment (coveralls, gloves). However, personal protective equipment may not be used in all workplaces, particularly the smaller repair shops. Inhalation exposure will be limited under normal operating conditions.",,
STD1276,The notified chemical will be used as a base stock for lubricants used in passenger car engines and automatic transmission fluids (ATF).,,
STD1277,The notified chemical will be used as a component of a shale/well formation stabiliser in drilling muds during on-shore and off-shore oil and gas well drilling operations. It is used for maintaining the integrity of the formation of the well during drilling operations. The majority of off-shore drilling will occur in the Northern Territory and possibly the North West shelf of Western Australia.,,
STD1278,"The notified chemical is an additive in inks used for industrial applications, for example, printing outdoor advertising signs.",,
STD1280,The notified chemical is an anti-wear additive for use in transmission fluids at a concentration of < 1%.,,
STD1281,"The notified chemical is a friction modifier for use in the lubricant additive industry, primarily as automatic transmission fluids (ATF).",,
STD1282,The notified chemical is an ingredient within inks in inkjet reprographic processes for commercial use. All of the notified chemical will be imported as part of the ink in sealed containers at a typical concentration of < 20%.,,
STD1283,"The notified chemical is a curing agent for polyurethane/polyurea elastomers and coatings. The imported pure compound will be combined with reactive polyurethane systems for the manufacture of moulded, solid elastomeric components. The imported liquid product, containing the notified chemical, will be used for the formulation of sprayed elastomer coatings for high-impact applications in the mining, manufacturing, and building and construction industries (e.g. coatings on hoppers, silos, truck beds, railway wagons, or dredging shovels).",,
STD1285,"The notified chemical will be used as a surfactant in paints, inks, and adhesives for industrial applications (~95%) and in domestic products (~5%, mainly in decorative paints). The primary industrial use is in coatings. Industrial coatings may contain <2% notified chemical, while decorative paints will contain <1% notified chemical.",,
STD1287,"The notified chemical will be used as a lubricant additive (at <5%) in engine oils for industrial use, and retail sale to the public.",,
STD1288,The notified chemical will be used as a flotation collector for rare earth minerals in the mining industry.,,
STD1289,"The notified polymer will be used as a wetting agent in household care products at concentrations of < 0.5% (50% of the import volume) including dishwashing detergents, hard-surface cleaners and carpet cleaners, and as a wetting and levelling agent in water-based surface coatings at concentrations of < 3% (50% of the import volume) for application onto metal, glass, wood and plastic substrates..",,
STD1290, The notified chemical will be used as a dye component of imported inkjet printer inks (< 2.5%).,,
STD1291,The notified chemical is used as a component (7% or less) of inkjet printer ink.,,
STD1292,The notified chemical is used as a component (7% or less) of inkjet printer ink.,,
STD1293,"The notified chemical will be used as a dye component of imported inkjet printer inks (<5%).
The inks will be used by office workers and the public for routine colour printing operations in home and office scenarios. Sealed ink cartridges containing the notified chemical will be used as necessary to replace spent cartridges in inkjet printers.",,
STD1294,"The notified chemical is a lubricant additive for use in engine oils at concentrations of < 5%. Engine oils containing the notified chemical will be used in vehicle manufacturing, mechanical workshops and by members of the public for DIY use.",,
STD1295,"The notified chemical is a lubricant additive for use in engine oils at concentrations of < 5%. Engine oils containing the notified chemical will be used in vehicle manufacturing, mechanical workshops and by members of the public for DIT use.",,
STD1297,"The notified chemical will be used as a dispersed solid pigment in coloured plastics at ~5% concentration and coatings at ~20% concentration. The introduction volume of the notified chemical will be split between end-use in industrial plastics (30%) and liquid coatings (70%). Coatings containing the notified chemical will be available for public use, however, it is anticipated that a maximum of 10% of the introduced volume will be sold to the public.",,
STD1298,The notified chemical will be used as an additive in cold cleaning solvents in a wide range of applications including:,,
STD1299,"The imported product containing the notified chemical will be used as an additive in the manufacture of industrial paints (containing ?1% of the notified chemical). The industrial applications of the paint will be in road marking (70%), automotive coatings (15%), and board coatings (15%).",,
STD1300, The notified chemical will be used as a froth-generating reagent in the mineral processing industry.,,
STD1301,The notified chemical will be used as a froth-generating reagent in the mineral processing industry.,,
STD1302,"The notified chemical will be used as a heat transfer liquid (refrigerant) for air-conditioning units in industrial settings, and as a fire extinguishing agent.","The proposed uses of the notified chemical may present a risk to the environment because of its contribution to global warming.  This contribution arises from its atmospheric persistence and ability to absorb infrared radiation.  Global warming potentials are determined relative to carbon dioxide over various time horizons (typically 20, 100 and 500 years).  The most recent values reported in IPCC/TEAP (2005) are 7620, 9500 and 7700, respectively.","IPCC/TEAP (2005) Safeguarding the Ozone Layer and the Global Climate System: Issues related to 
hydrofluorocarbons and perfluorocarbons.  Intergovernmental Panel on Climate Change/Technical and 
Economic Assessment Panel."
STD1303,The notified polymer will be used as a component of holt-melt adhesives in the construction and packaging industries at concentrations up to 55%.,,
STD1304,The notified chemical will be imported as an ink component (<7%) in ink cartridges for use in inkjet printers. Each cartridge will be individually sealed in a plastic bag and packaged in a box.,,
STD1305,The notified chemical will be used as a component of imported inkjet printer inks (< 15%).,,
STD1306,The notified polymer will be used as an additive in hydraulic control fluids (at concentrations of < 1%) on offshore oil platforms or vessels.,,
