Application ID,Updated Application ID No Dash,Final Verified S64(1),Final Verified S64(1) Flat,Final Verified S64(2),Final Verified S64(2) Flat,SIR Obligations
SAPLC/132,SAPLC132,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a raw material used in the manufacture of moulded plastic articles
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a raw material used in the manufacture of moulded plastic articles
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/133,SAPLC133,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a raw material used in the manufacture of moulded plastic artilces
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a raw material used in the manufacture of moulded plastic artilces
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/134,SAPLC134,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from component used in the manufacture of plastic articles, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from component used in the manufacture of plastic articles, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/135,SAPLC135,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from an additive for oilfield cements
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from an additive for oilfield cements
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/136,SAPLC136,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from an additive for oilfield cements
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from an additive for oilfield cements
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/137,SAPLC137,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from an additive for oilfield cements
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from an additive for oilfield cements
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/139,SAPLC139,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of coatings for metal cans, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of coatings for metal cans, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/140,SAPLC140,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from component of industrial paint, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from component of industrial paint, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/142,SAPLC142,"the notified polymer is introduced in a chemical form that does not meet the PLC criteria
the notified polymer is intended to be used in applications associated with hydraulic fracturing","the notified polymer is introduced in a chemical form that does not meet the PLC criteria
the notified polymer is intended to be used in applications associated with hydraulic fracturing","the function or use of the notified polymer has changed from a component of a gel for oil and gas wells, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of a gel for oil and gas wells, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/143,SAPLC143,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of oil and gas well cements, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of oil and gas well cements, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/144,SAPLC144,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from polymer for manufacture of carpets, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from polymer for manufacture of carpets, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/145,SAPLC145,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from component of automotive refinish coatings, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from component of automotive refinish coatings, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/15,SAPLC15,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,if any of the circumstances listed in the subsection arise,if any of the circumstances listed in the subsection arise,
SAPLC/150,SAPLC150,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of paint, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of paint, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/151,SAPLC151,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a curing component of an industrial automotive paint primer, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a curing component of an industrial automotive paint primer, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/152,SAPLC152,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from an industrial paint additive, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from an industrial paint additive, or is likely to change significantly
the amount of polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/153,SAPLC153,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/154,SAPLC154,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of industrial coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of industrial coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/155,SAPLC155,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of plastics, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of plastics, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/156,SAPLC156,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of industrial coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of industrial coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/157,SAPLC157,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of external container coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of external container coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/158,SAPLC158,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of cosmetics, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of cosmetics, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/159,SAPLC159,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of cosmetics, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of cosmetics, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/160,SAPLC160,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from Component of cement additive, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from Component of cement additive, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/161,SAPLC161,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a resin intermediate, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a resin intermediate, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/162,SAPLC162,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of external container coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of external container coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/163,SAPLC163,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from component of automotive coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from component of automotive coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/164,SAPLC164,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from component of plastic articles, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from component of plastic articles, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/169,SAPLC169,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of an adhesive for flexible packaging, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of an adhesive for flexible packaging, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/170,SAPLC170,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of automotive coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of automotive coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/171,SAPLC171,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of ink for flexible packaging or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of ink for flexible packaging or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/172,SAPLC172,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from paint and building product additives, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from paint and building product additives, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/173,SAPLC173,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from component of industrial coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from component of industrial coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the method of manufacture of the notified polymer in Australia has changed, or is likely to change, in a way that may result in an increased risk of an adverse effect of the notified polymer on occupational health and safety, public health, or the environment 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/174,SAPLC174,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/175,SAPLC175,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of coatings, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/176,SAPLC176,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from component of paint, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from component of paint, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
SAPLC/177,SAPLC177,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,the notified polymer is introduced in a chemical form that does not meet the PLC criteria,"the function or use of the notified polymer has changed from a component of inks, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.","the function or use of the notified polymer has changed from a component of inks, or is likely to change significantly
the amount of notified polymer being introduced has increased, or is likely to increase, significantly
the notified polymer has begun to be manufactured in Australia 
additional information has become available to the person as to an adverse effect of the notified polymer on occupational health and safety, public health, or the environment.",
